source_url,target_url,status,error,final_url
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=3720173,https://www.lanecounty.org/government/county_departments/health_and_human_services/h__h_s_communications_team,200,,https://www.lanecounty.org/government/county_departments/health_and_human_services/h__h_s_communications_team
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=3720173,https://lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4731324 ,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4731324
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=3720173,https://lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4731298,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4731298
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=3720173,https://linktr.ee/lchhs,200,,https://linktr.ee/lchhs
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://www.lanecounty.org/cms/one.aspx?pageId=17978067,200,,https://www.lanecounty.org/cms/one.aspx?pageId=17978067
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://vacunacovid.oregon.gov/,200,,https://d1weph067hpnvp.cloudfront.net/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=16515604,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=16515604
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://www.oregon.gov/oha/covid19/Pages/index.aspx,200,,https://www.oregon.gov/oha/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://covid19.who.int/,200,,https://data.who.int/dashboards/covid19/cases?n=c
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/communicable_disease,200,,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/communicable_disease
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://www.cdc.gov/coronavirus/2019-ncov/index.html,200,,https://www.cdc.gov/covid/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=16503774,https://covidvaccine.oregon.gov/,200,,https://www.oregon.gov/OHA/PH/PREVENTIONWELLNESS/VACCINESIMMUNIZATION/GETTINGIMMUNIZED/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=5371055,https://phaboard.org/,200,,https://phaboard.org/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4239526,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/public_health,200,,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/public_health
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4239526,http://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/administration/directory__make_an_appointment,200,,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/administration/directory__make_an_appointment
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=19348794,https://www.lanecounty.org/UserFiles/Servers/Server_3585797/File/2025_CPP_Mission_Vision_Values%20Spanish.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/2025_CPP_Mission_Vision_Values%20Spanish.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=19348794,https://www.cognitoforms.com/lanecountytechnologyservices/signupforcbonewsletter,200,,https://www.cognitoforms.com/lanecountytechnologyservices/signupforcbonewsletter
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=19348794,https://www.lanecounty.org/UserFiles/Servers/Server_3585797/File/CPP_Mission_Vision_Values.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/CPP_Mission_Vision_Values.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,https://public.health.oregon.gov/HealthyEnvironments/HealthyNeighborhoods/Pesticides/Pages/bedbugs.aspx,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,http://public.health.oregon.gov/HealthyEnvironments/HealthyNeighborhoods/ToxicSubstances/Pages/mold.aspx,200,,https://www.oregon.gov/oha/ph/HealthyEnvironments/HealthyNeighborhoods/ToxicSubstances/Pages/mold.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,http://public.health.oregon.gov/HealthyEnvironments/FoodSafety/Pages/index.aspx ,200,,https://www.oregon.gov/oha/ph/HealthyEnvironments/FoodSafety/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,http://www.oregon.gov/ODA/programs/FoodSafety/FSLicensing/Pages/AboutLicenses.aspx,200,,https://www.oregon.gov/oda/food-safety/fs-licensing/pages/default.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,https://healthspace.com/Clients/Oregon/Lane/Web.nsf/home.xsp,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1010),
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,https://public.health.oregon.gov/DiseasesConditions/DiseasesAZ/WestNileVirus/Pages/survey.aspx ,,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1010),
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,https://lcmaps.lanecounty.org/LaneCountyMaps/RestaurantInspectionApp/index.html,200,,https://lcmaps.lanecounty.org/LaneCountyMaps/RestaurantInspectionApp/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,http://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=5412643 ,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=5412643
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078557,http://www.epa.gov/bedbugs/top-ten-tips-prevent-or-control-bed-bugs,200,,https://www.epa.gov/bedbugs/top-ten-tips-prevent-or-control-bed-bugs
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078569,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19646262,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19646262
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078569,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19646262#FAQ,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19646262#FAQ
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=13696341,https://www.cognitoforms.com/LaneCountyTechnologyServices/SolicitudDeRecursosDeApoyoParaElEmbarazoYPadresDeFamilia,200,,https://www.cognitoforms.com/LaneCountyTechnologyServices/SolicitudDeRecursosDeApoyoParaElEmbarazoYPadresDeFamilia
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078569,https://www.cognitoforms.com/LaneCountyTechnologyServices/SolicitudDeRecursosDeApoyoParaElEmbarazoYPadresDeFamilia,200,,https://www.cognitoforms.com/LaneCountyTechnologyServices/SolicitudDeRecursosDeApoyoParaElEmbarazoYPadresDeFamilia
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078569,https://www.cognitoforms.com/LaneCountyTechnologyServices/PregnancyParentSupportResourcesRequest,200,,https://www.cognitoforms.com/LaneCountyTechnologyServices/PregnancyParentSupportResourcesRequest
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078569,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=10549015,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=10549015
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.oregon.gov%2Foha%2Fph%2FPreparedness%2FCurrentHazards%2FPages%2Ffoodwatersafety.aspx&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034294978%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=zVK4NUZb0ELTLy6a0gtVTCN%2BGWp8Yq8PYVmCPbhz%2FnE%3D&reserved=0,200,,https://www.oregon.gov/oha/ph/Preparedness/CurrentHazards/Pages/foodwatersafety.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.ready.gov/older-adults,403,,https://www.ready.gov/older-adults
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.fns.usda.gov%2Fdisaster%2Ftips-handling-food-following-disaster&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034343748%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=JCsfbGNx6n%2BUsMQDNaXvUetCB6CHv4DN04piAWow9LQ%3D&reserved=0,200,,https://www.fna.usda.gov/disaster/tips-handling-food-following-disaster
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://211info.org/,200,,https://www.211info.org/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.npr.org/sections/goatsandsoda/2017/03/26/521362938/quiz-how-much-do-you-know-about-global-pandemics-and-killer-viruses,200,,https://www.npr.org/sections/goatsandsoda/2017/03/26/521362938/quiz-how-much-do-you-know-about-global-pandemics-and-killer-viruses
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://https://www.lanecountyor.gov/cms/one.aspx?pageId=17881059,,[Errno -3] Temporary failure in name resolution,
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/emergency/index.html,200,,https://www.cdc.gov/emergency/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=20823811,,[Errno -3] Temporary failure in name resolution,
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/hygiene/about/when-and-how-to-clean-and-disinfect-your-home.html,200,,https://www.cdc.gov/hygiene/about/when-and-how-to-clean-and-disinfect-your-home.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/clean-hands/about/index.html,200,,https://www.cdc.gov/clean-hands/about/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.fda.gov%2Ffood%2Ffood-safety-during-emergencies%2Fafter-storm-or-flooding-key-tips-consumers-about-food-safety&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034329424%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=dAi9udG0MQks1NAD99z6kaanarBxVOhUOo1Qy8tpYS8%3D&reserved=0,200,,https://www.fda.gov/food/food-safety-during-emergencies/after-storm-or-flooding-key-tips-consumers-about-food-safety
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://public.health.oregon.gov/Preparedness/Pages/index.aspx,200,,https://www.oregon.gov/oha/ph/Preparedness/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.eugene-or.gov/255/Emergency-Management,200,,https://www.eugene-or.gov/255/Emergency-Management
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.ready.gov/kids,403,,https://www.ready.gov/kids
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://preparelane.org/,200,,http://www.preparelane.org/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.samhsa.gov/find-help/disaster-distress-helpline,200,,https://www.samhsa.gov/find-help/helplines/disaster-distress-helpline
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.preparelane.org/take-action--individuals.html,200,,http://www.preparelane.org/take-action--individuals.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.fda.gov%2Fconsumers%2Fconsumer-updates%2Fplan-prepare-and-protect-your-pet-during-and-after-emergency&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034369579%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=mdmM8DN7PxpLj%2BF5%2FZianfvNjAq94IMFNe9M8sg69Ws%3D&reserved=0,404,,https://www.fda.gov/consumers/consumer-updates/plan-prepare-and-protect-your-pet-during-and-after-emergency
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.epa.gov%2Fmold%2Fbrief-guide-mold-moisture-and-your-home&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034356805%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ggbRmXjFzZT1RLL95Cul%2BezPIl%2F41EtZuu%2FZ%2FipYeSY%3D&reserved=0,200,,https://www.epa.gov/mold/brief-guide-mold-moisture-and-your-home
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078560,https://www.cdc.gov/food-safety/,200,,https://www.cdc.gov/food-safety/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/food-safety/,200,,https://www.cdc.gov/food-safety/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.preparelane.org/,200,,http://www.preparelane.org/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4182678,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4182678
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/antibiotic-use/about/index.html,200,,https://www.cdc.gov/antibiotic-use/about/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.redcross.org/local/oregon/locations/eugene,403,,http://www.redcross.org/local/oregon/locations/eugene
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://gcc02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.cdc.gov%2Ffood-safety%2Ffoods%2Fkeep-food-safe-after-emergency.html&data=05%7C02%7CJoanna.RODGERS%40lanecountyor.gov%7C6838a42d3057417061e808ddadd912c7%7C74df5a22826e49429a741d199974dedf%7C0%7C0%7C638857870034316003%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=hqlZD5n2ZHOS1SKNBJapQmdaXw%2BWtaiSiot8MBNAR3o%3D&reserved=0,200,,https://www.cdc.gov/food-safety/foods/keep-food-safe-after-emergency.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.ready.gov/,403,,https://www.ready.gov/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://emergency.cdc.gov/,200,,https://www.cdc.gov/emergency/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://lanecounty.org/cms/one.aspx?pageId=4078590,200,,https://www.lanecounty.org/cms/one.aspx?pageId=4078590
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://emergency.cdc.gov/coping/index.asp,200,,https://www.cdc.gov/emergency/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.LaneAlerts.org,200,,https://member.everbridge.net/337829242601799/login
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,http://www.samhsa.gov/find-help/disaster-distress-helpline,400,,http://www.samhsa.gov/find-help/disaster-distress-helpline
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078581,https://www.cdc.gov/disability-emergency-preparedness/about/index.html,200,,https://www.cdc.gov/disability-emergency-preparedness/about/index.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=5372298,http://www.preventionlane.org/,200,,https://preventionlane.org/
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=6482485,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=6482485
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19854823,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=19854823
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://lanecounty.org/cms/One.aspx?portalId=3585881&pageId=16562702,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=16562702
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,http://public.health.oregon.gov/HealthyPeopleFamilies/wic/Pages/shopping.aspx,200,,https://www.oregon.gov/oha/ph/HealthyPeopleFamilies/wic/Pages/shopping.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,http://public.health.oregon.gov/healthypeoplefamilies/wic/Pages/index.aspx,200,,https://www.oregon.gov/oha/ph/healthypeoplefamilies/wic/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651922,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651922
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651812,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651812
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.cognitoforms.com/QualityAndCompliance1/WICWomenInfantsChildren,200,,https://www.cognitoforms.com/QualityAndCompliance1/WICWomenInfantsChildren
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4294008,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651870,200,,https://www.lanecounty.org/cms/One.aspx?portalId=3585881&pageId=4651870
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/administration/directory__make_an_appointment,200,,https://www.lanecounty.org/government/county_departments/health_and_human_services/public_health/administration/directory__make_an_appointment
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,http://public.health.oregon.gov/BirthDeathCertificates/GetVitalRecords/Pages/index.aspx,200,,https://www.oregon.gov:443/oha/PH/BIRTHDEATHCERTIFICATES/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://travel.state.gov/en/passports/apply/child.html,403,,https://travel.state.gov/en/passports/apply/child.html
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.lanecounty.org/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/Lane_BC%20order%20FINAL_JAN%202024%201.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/Lane_BC%20order%20FINAL_JAN%202024%201.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.oregon.gov/oha/PH/BIRTHDEATHCERTIFICATES/GETVITALRECORDS/Pages/Eligibility.aspx,200,,https://www.oregon.gov:443/oha/PH/BIRTHDEATHCERTIFICATES/Pages/Eligibility.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.lanecounty.org/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/LC%20Funeral%20Home%20fillable%2010.23.24.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/LC%20Funeral%20Home%20fillable%2010.23.24.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.oregon.gov/oha/PH/BIRTHDEATHCERTIFICATES/GETVITALRECORDS/Pages/fees.aspx,200,,https://www.oregon.gov:443/oha/PH/BirthDeathCertificates/Pages/index.aspx
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4078566,https://lanecounty.org/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Public%20Health/Communicable%20Disease/2018%20Updated%20Parking/English%20Charnelton%20map%20and%20directions%209.20.18%201.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Public%20Health/Communicable%20Disease/2018%20Updated%20Parking/English%20Charnelton%20map%20and%20directions%209.20.18%201.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://lanecounty.org/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Public%20Health/Communicable%20Disease/2018%20Updated%20Parking/English%20Charnelton%20map%20and%20directions%209.20.18%201.pdf,200,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Public%20Health/Communicable%20Disease/2018%20Updated%20Parking/English%20Charnelton%20map%20and%20directions%209.20.18%201.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.lanecounty.org/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/Lane_FH%20order%20form_june%202022.pdf,404,,https://cdnsm5-hosted.civiclive.com/UserFiles/Servers/Server_3585797/File/Government/County%20Departments/Health%20and%20Human%20Services/Vital%20Records/Lane_FH%20order%20form_june%202022.pdf
https://www.lanecountyor.gov/cms/One.aspx?portalId=3585881&pageId=4116887,https://www.lanecounty.org/cms/one.aspx?pageId=6870114,200,,https://www.lanecounty.org/cms/one.aspx?pageId=6870114
